timestamp_s,smooth_ear,system_state,ground_truth,alarm_fired
20.723,0.279,OPEN,UNKNOWN,0
21.258,0.2778,OPEN,UNKNOWN,0
21.791,0.299,OPEN,UNKNOWN,0
22.322,0.2934,OPEN,UNKNOWN,0
22.822,0.1384,OPEN,UNKNOWN,0
23.327,0.1166,OPEN,UNKNOWN,0
23.858,0.1043,OPEN,UNKNOWN,0
24.394,0.0796,OPEN,UNKNOWN,0
24.914,0.0671,DROWSY,UNKNOWN,0
25.415,0.0788,DROWSY,UNKNOWN,0
25.948,0.0909,DROWSY,UNKNOWN,0
26.45,0.1057,DROWSY,UNKNOWN,0
26.954,0.0888,DROWSY,UNKNOWN,0
27.482,0.0798,DROWSY,UNKNOWN,0
27.983,0.0879,DROWSY,UNKNOWN,0
28.483,0.2273,OPEN,UNKNOWN,0
28.983,0.2742,OPEN,UNKNOWN,0
29.485,0.2618,OPEN,UNKNOWN,0
30.034,0.281,OPEN,UNKNOWN,0
30.56,0.2229,OPEN,UNKNOWN,0
31.065,0.2656,OPEN,UNKNOWN,0
31.601,0.2739,OPEN,UNKNOWN,0
32.102,0.2465,OPEN,UNKNOWN,0
32.629,0.2843,OPEN,UNKNOWN,0
33.129,0.3139,OPEN,UNKNOWN,0
33.63,0.1879,OPEN,UNKNOWN,0
34.135,0.2801,OPEN,UNKNOWN,0
34.668,0.2838,OPEN,UNKNOWN,0
35.203,0.2924,OPEN,UNKNOWN,0
35.731,0.2941,OPEN,UNKNOWN,0
36.232,0.2748,OPEN,UNKNOWN,0
36.768,0.2767,OPEN,UNKNOWN,0
37.269,0.2791,OPEN,UNKNOWN,0
37.804,0.3017,OPEN,UNKNOWN,0
38.337,0.2147,OPEN,UNKNOWN,0
38.86,0.2501,OPEN,UNKNOWN,0
39.368,0.1453,OPEN,UNKNOWN,0
39.872,0.2014,OPEN,UNKNOWN,0
40.399,0.2706,OPEN,UNKNOWN,0
40.935,0.2824,OPEN,UNKNOWN,0
41.463,0.287,OPEN,UNKNOWN,0
41.97,0.2868,OPEN,UNKNOWN,0
42.473,0.2155,OPEN,UNKNOWN,0
43.007,0.2706,OPEN,UNKNOWN,0
43.54,0.1224,OPEN,UNKNOWN,0
44.074,0.114,OPEN,UNKNOWN,0
44.607,0.0969,OPEN,UNKNOWN,0
45.142,0.0899,OPEN,UNKNOWN,0
45.661,0.0981,DROWSY,UNKNOWN,0
46.194,0.1071,DROWSY,UNKNOWN,0
46.695,0.1822,DROWSY,UNKNOWN,0
47.198,0.2257,OPEN,UNKNOWN,0
47.704,0.2345,OPEN,CLOSED,0
48.211,0.2802,OPEN,CLOSED,0
48.736,0.3264,OPEN,CLOSED,0
49.238,0.1732,OPEN,CLOSED,0
49.739,0.2443,OPEN,OPEN,0
50.241,0.299,OPEN,OPEN,0
50.776,0.2308,OPEN,OPEN,0
51.276,0.1341,OPEN,OPEN,0
51.799,0.2097,OPEN,OPEN,0
52.308,0.2938,OPEN,OPEN,0
52.811,0.3204,OPEN,OPEN,0
53.345,0.296,OPEN,OPEN,0
53.875,0.3066,OPEN,OPEN,0
54.378,0.2669,OPEN,OPEN,0
54.911,0.2976,OPEN,OPEN,0
55.415,0.3234,OPEN,CLOSED,0
55.944,0.2098,OPEN,CLOSED,0
56.445,0.1238,OPEN,CLOSED,0
56.981,0.1055,OPEN,CLOSED,0
57.505,0.1204,OPEN,CLOSED,0
58.036,0.1001,DROWSY,CLOSED,0
58.536,0.1206,DROWSY,CLOSED,0
59.036,0.1032,DROWSY,CLOSED,0
59.536,0.1239,DROWSY,CLOSED,0
60.038,0.1404,DROWSY,CLOSED,0
60.546,0.1035,DROWSY,CLOSED,0
61.07,0.0938,DROWSY,CLOSED,0
61.604,0.0922,DROWSY,CLOSED,0
62.105,0.1049,DROWSY,CLOSED,0
62.606,0.1026,DROWSY,CLOSED,0
63.106,0.1104,DROWSY,CLOSED,0
63.611,0.0939,DROWSY,CLOSED,0
64.117,0.093,DROWSY,CLOSED,0
64.651,0.0983,DROWSY,CLOSED,0
65.155,0.1153,DROWSY,CLOSED,0
65.686,0.1068,DROWSY,CLOSED,0
66.207,0.2122,DROWSY,CLOSED,0
66.708,0.2798,OPEN,CLOSED,0
67.208,0.2905,OPEN,CLOSED,0
67.709,0.2829,OPEN,CLOSED,0
68.223,0.1857,OPEN,CLOSED,0
68.724,0.2157,OPEN,CLOSED,0
69.224,0.3048,OPEN,CLOSED,0
69.748,0.1847,OPEN,CLOSED,0
70.253,0.2585,OPEN,CLOSED,0
70.78,0.2866,OPEN,CLOSED,0
71.314,0.2055,OPEN,CLOSED,0
71.848,0.2489,OPEN,CLOSED,0
72.356,0.2534,OPEN,CLOSED,0
72.882,0.212,OPEN,CLOSED,0
73.388,0.1764,OPEN,CLOSED,0
