timestamp_s,smooth_ear,system_state,ground_truth,alarm_fired
45.302,0.1253,DROWSY,CLOSED,0
45.803,0.1184,DROWSY,CLOSED,0
46.337,0.1061,DROWSY,CLOSED,0
46.839,0.1186,DROWSY,CLOSED,0
47.344,0.1198,DROWSY,CLOSED,0
47.871,0.2265,OPEN,OPEN,0
48.371,0.2807,OPEN,OPEN,0
48.871,0.2502,OPEN,OPEN,0
49.372,0.2607,OPEN,OPEN,0
49.873,0.2898,OPEN,OPEN,0
50.387,0.2404,OPEN,OPEN,0
50.921,0.2672,OPEN,OPEN,0
51.448,0.3118,OPEN,OPEN,0
51.988,0.3179,OPEN,OPEN,0
52.489,0.2468,OPEN,OPEN,0
53.018,0.2763,OPEN,OPEN,0
53.524,0.3009,OPEN,OPEN,0
54.025,0.2466,OPEN,OPEN,0
54.544,0.1983,OPEN,OPEN,0
55.058,0.127,OPEN,OPEN,0
55.626,0.1519,OPEN,OPEN,0
56.161,0.2482,OPEN,OPEN,0
56.688,0.2652,OPEN,OPEN,0
57.194,0.2299,OPEN,OPEN,0
57.728,0.2416,OPEN,OPEN,0
58.228,0.1885,OPEN,OPEN,0
58.793,0.151,OPEN,OPEN,0
59.295,0.1464,OPEN,OPEN,0
59.822,0.1362,OPEN,OPEN,0
60.346,0.1263,DROWSY,OPEN,0
60.846,0.1319,DROWSY,OPEN,0
61.346,0.135,DROWSY,OPEN,0
61.847,0.1212,DROWSY,OPEN,0
62.351,0.1278,DROWSY,OPEN,0
62.88,0.1315,DROWSY,OPEN,0
63.381,0.1327,DROWSY,OPEN,0
63.881,0.1368,DROWSY,OPEN,0
64.381,0.125,DROWSY,OPEN,0
64.883,0.1297,DROWSY,OPEN,0
65.387,0.1216,DROWSY,OPEN,0
65.894,0.118,DROWSY,OPEN,0
66.395,0.1478,DROWSY,OPEN,0
66.927,0.2386,OPEN,OPEN,0
67.463,0.1844,OPEN,OPEN,0
67.983,0.2337,OPEN,OPEN,0
68.484,0.2688,OPEN,OPEN,0
68.984,0.2356,OPEN,OPEN,0
69.486,0.2457,OPEN,OPEN,0
70.0,0.2711,OPEN,OPEN,0
70.521,0.2643,OPEN,OPEN,0
71.025,0.2594,OPEN,OPEN,0
71.527,0.1914,OPEN,OPEN,0
72.03,0.2272,OPEN,OPEN,0
72.534,0.1654,OPEN,OPEN,0
73.062,0.2376,OPEN,OPEN,0
73.571,0.2565,OPEN,OPEN,0
74.138,0.2654,OPEN,OPEN,0
74.638,0.2723,OPEN,OPEN,0
75.172,0.2818,OPEN,OPEN,0
75.701,0.2924,OPEN,OPEN,0
76.205,0.2947,OPEN,OPEN,0
76.739,0.2947,OPEN,OPEN,0
77.269,0.2947,OPEN,OPEN,0
77.805,0.2947,OPEN,OPEN,0
78.338,0.2867,OPEN,OPEN,0
78.839,0.2524,OPEN,OPEN,0
79.341,0.1847,OPEN,OPEN,0
79.859,0.2174,OPEN,OPEN,0
80.368,0.2445,OPEN,OPEN,0
80.893,0.2525,OPEN,OPEN,0
81.408,0.1669,OPEN,OPEN,0
81.94,0.2063,OPEN,OPEN,0
